page_views,bounce_rate,session_duration,ad_click_rate,ad_revenue
16795,28.885215797203994,400.3709991063751,7.691491755636172,684.8146278496803
1860,79.86442910293651,57.39358679230922,0.9455164440165893,44.14212066590246
39158,36.0068608565171,571.01306700709,3.0523885792404197,2002.2237351438475
45732,78.59689734995916,535.407820759887,0.7107550492878655,1918.616690164268
12284,44.66222079909387,178.70936530477695,5.232569273135983,353.65640639901574
7265,21.983043974032903,38.72358796551931,5.0240016194956345,513.9338276311067
17850,40.70427488160098,562.0586956053053,8.398029155593761,1033.4057086295495
38194,58.06108068208183,315.5927338316977,3.4238837778249698,1749.1980939802108
22962,60.84232709328601,337.44514558803564,8.255664484524093,1030.9074555219036
48191,51.85607499902818,419.8593485569404,9.69575077167832,2466.6516354130576
45131,46.866989874385496,381.0351637022509,1.3398781219736424,2186.371441333196
17023,53.17358534427968,568.0182145996316,8.022269474961512,947.5055920839562
42090,55.56180343276361,568.2234103613454,6.104581022807543,2119.426998116697
2685,24.851199579962916,524.3033921263522,5.060436686675514,309.1841488662734
1769,42.17926736368427,392.75005054422644,4.495089897318213,157.83264355351304
3433,34.52959629664555,486.54109796896785,7.95434850747094,268.8078303345451
6311,68.18838538279375,415.9859551582996,6.573932891255303,222.17966477134712
38819,48.218038066762304,356.819213753002,8.147924341433939,1894.1656202772203
40188,79.00538845369059,103.2452013433288,9.07993505742795,1940.1100312366684
18568,43.92946654667318,492.3863807395217,6.364005264924274,1103.047017971803
20769,68.98591239316303,497.76450117405454,9.81439588837759,972.927596193693
29693,67.90070749907306,386.7856119578965,6.276834570647909,1449.2733977744717
7396,29.04305263792577,497.6433009496228,6.548121055411684,167.64411353602307
28480,50.49192660444312,401.34631995893915,5.7707482811511435,1460.3448922058012
42434,61.748768407452914,147.81008512974486,1.3645198649876376,2242.001792498177
26658,71.50152828882318,186.15784257304625,7.400771810177169,1176.1255858750242
19942,39.557534312113084,152.31579823377325,5.7007399155415595,1297.0060181908784
19431,33.2144628539329,245.03767743994624,4.783649250452992,978.532757585528
3747,62.66897194628107,52.20898541683317,9.149477144831094,-102.22002702018057
1189,68.57006276838293,382.40471407259895,3.3306147896485294,-71.4656602148937
20118,40.91995923750376,221.8359024865741,5.474221622142606,1118.501231147924
36773,25.770593065485244,403.76190216702304,7.1275977791879015,2070.4293693509
2899,76.43139586937625,249.67607395037209,8.066481868901835,152.05216399394538
2267,43.85432126525134,418.51979131449013,4.863794675488638,243.5943400517152
